"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0042338","cuticle development involved in collagen and cuticulin-based cuticle molting cycle","10/32","28/9802",0.357142857142857,109.397321428571,32.871861682778,3.63325549327256e-19,6.50352733295788e-17,6.19565673589637e-17,"178414/172197/181013/180785/36805042/177187/174731/173382/179693/173445",10
"GO:0010171","body morphogenesis","3/32","72/9802",0.0416666666666667,12.7630208333333,5.73312744643467,0.00161781606447371,0.0361986344425992,0.0344850266374658,"172197/181013/36805042",3
"GO:0034755","iron ion transmembrane transport","1/32","10/9802",0.1,30.63125,5.36509198222545,0.0321855082153446,0.395790157328425,0.377053839971801,"178215",1
"GO:0093002","response to nematicide","1/32","11/9802",0.0909090909090909,27.8465909090909,5.0984112552909,0.0353483006721573,0.395790157328425,0.377053839971801,"178215",1
"GO:1902806","regulation of cell cycle G1/S phase transition","1/32","11/9802",0.0909090909090909,27.8465909090909,5.0984112552909,0.0353483006721573,0.395790157328425,0.377053839971801,"176588",1
"GO:0006687","glycosphingolipid metabolic process","1/32","14/9802",0.0714285714285714,21.8794642857143,4.47403411145089,0.0447767170079171,0.395790157328425,0.377053839971801,"173448",1
"GO:0006879","intracellular iron ion homeostasis","1/32","16/9802",0.0625,19.14453125,4.15686614970339,0.0510126660972893,0.395790157328425,0.377053839971801,"178215",1
"GO:0061067","negative regulation of dauer larval development","1/32","21/9802",0.0476190476190476,14.5863095238095,3.56683011112326,0.0664304914452942,0.395790157328425,0.377053839971801,"173503",1
"GO:0170041","non-proteinogenic amino acid metabolic process","1/32","27/9802",0.037037037037037,11.3449074074074,3.08044180623356,0.0846117349277342,0.395790157328425,0.377053839971801,"174155",1
"GO:0008544","epidermis development","1/32","29/9802",0.0344827586206897,10.5625,2.95134105801773,0.0905955653900058,0.395790157328425,0.377053839971801,"173445",1
"GO:0040034","regulation of development, heterochronic","1/32","32/9802",0.03125,9.572265625,2.77962512794268,0.0995003188814475,0.395790157328425,0.377053839971801,"173503",1
"GO:0006672","ceramide metabolic process","1/32","34/9802",0.0294117647058824,9.00919117647059,2.67724548720845,0.105389831441928,0.401378294215002,0.382377439946077,"173448",1
"GO:0043603","amide metabolic process","2/32","178/9802",0.0112359550561798,3.44171348314607,1.88143750573487,0.114218482516266,0.403742586922214,0.384629809358416,"185407/173448",2
"GO:0061065","regulation of dauer larval development","1/32","44/9802",0.0227272727272727,6.96164772727273,2.2681676048094,0.134282108843298,0.403742586922214,0.384629809358416,"173503",1
"GO:0060465","pharynx development","1/32","48/9802",0.0208333333333333,6.38151041666667,2.13892881012848,0.145584103470815,0.403742586922214,0.384629809358416,"174464",1
"GO:0006790","sulfur compound metabolic process","2/32","208/9802",0.00961538461538462,2.9453125,1.62287133666,0.147149424499353,0.403742586922214,0.384629809358416,"185407/174155",2
"GO:0170034","L-amino acid biosynthetic process","1/32","52/9802",0.0192307692307692,5.890625,2.02360912656918,0.156743102418216,0.403742586922214,0.384629809358416,"174155",1
"GO:0170038","proteinogenic amino acid biosynthetic process","1/32","52/9802",0.0192307692307692,5.890625,2.02360912656918,0.156743102418216,0.403742586922214,0.384629809358416,"174155",1
"GO:0000041","transition metal ion transport","1/32","55/9802",0.0181818181818182,5.56931818181818,1.94473380960347,0.165019565175524,0.403742586922214,0.384629809358416,"178215",1
"GO:0098609","cell-cell adhesion","1/32","65/9802",0.0153846153846154,4.7125,1.71859465809477,0.192043313808347,0.419216502093831,0.399371204582186,"190583",1
"GO:0010038","response to metal ion","1/32","69/9802",0.0144927536231884,4.4393115942029,1.64072429641609,0.202613872924778,0.427642909642542,0.407398714272812,"178215",1
"GO:1901136","carbohydrate derivative catabolic process","1/32","93/9802",0.010752688172043,3.29368279569892,1.27189272341218,0.263279533094998,0.505975297623715,0.482022923934383,"173448",1
"GO:0044272","sulfur compound biosynthetic process","1/32","96/9802",0.0104166666666667,3.19075520833333,1.23444637243001,0.270540791192341,0.509755806562412,0.485624467292624,"174155",1
"GO:0007346","regulation of mitotic cell cycle","1/32","104/9802",0.00961538461538462,2.9453125,1.14137369466129,0.289566824963534,0.518796450080002,0.494237135624583,"176588",1
"GO:0098771","inorganic ion homeostasis","1/32","104/9802",0.00961538461538462,2.9453125,1.14137369466129,0.289566824963534,0.518796450080002,0.494237135624583,"178215",1
"GO:0007155","cell adhesion","1/32","108/9802",0.00925925925925926,2.83622685185185,1.09811950569406,0.298898675105913,0.518796450080002,0.494237135624583,"190583",1
"GO:0170039","proteinogenic amino acid metabolic process","1/32","109/9802",0.00917431192660551,2.81020642201835,1.08761489282323,0.30121301824565,0.518796450080002,0.494237135624583,"174155",1
"GO:0170033","L-amino acid metabolic process","1/32","112/9802",0.00892857142857143,2.73493303571429,1.05679984625577,0.30811172906449,0.518796450080002,0.494237135624583,"174155",1
"GO:0051093","negative regulation of developmental process","1/32","113/9802",0.00884955752212389,2.71073008849558,1.04675281994363,0.310396602611439,0.518796450080002,0.494237135624583,"173503",1
"GO:0051247","positive regulation of protein metabolic process","1/32","116/9802",0.00862068965517241,2.640625,1.01725302325707,0.317207450954814,0.518796450080002,0.494237135624583,"176588",1
"GO:0040024","dauer larval development","1/32","118/9802",0.00847457627118644,2.5958686440678,0.998099083679094,0.321711765133409,0.518796450080002,0.494237135624583,"173503",1
"GO:0050829","defense response to Gram-negative bacterium","1/32","122/9802",0.00819672131147541,2.51075819672131,0.960948465932301,0.330634196020413,0.519318592997308,0.494734560808961,"178215",1
"GO:0051241","negative regulation of multicellular organismal process","1/32","124/9802",0.00806451612903226,2.47026209677419,0.942921844111199,0.335052667942164,0.519318592997308,0.494734560808961,"173503",1
"GO:1901605","alpha-amino acid metabolic process","1/32","126/9802",0.00793650793650794,2.43105158730159,0.925242416768708,0.339442879221704,0.519318592997308,0.494734560808961,"174155",1
"GO:0006457","protein folding","1/32","136/9802",0.00735294117647059,2.25229779411765,0.841621024946975,0.360976113091818,0.528401667197618,0.50338765119679,"171974",1
"GO:0006979","response to oxidative stress","1/32","141/9802",0.00709219858156028,2.17242907801418,0.802505464320378,0.371486145278011,0.531968160038112,0.506785309768739,"174717",1
"GO:0009887","animal organ morphogenesis","1/32","157/9802",0.00636942675159236,1.95103503184713,0.687476926649288,0.404005046172661,0.55628387126851,0.529949939109078,"180876",1
"GO:0009894","regulation of catabolic process","1/32","162/9802",0.00617283950617284,1.89081790123457,0.654290821425361,0.413828586385936,0.565280241100274,0.538520429628018,"176588",1
"GO:0044255","cellular lipid metabolic process","2/32","442/9802",0.00452488687782805,1.38602941176471,0.475287625508266,0.426609781070959,0.565280241100274,0.538520429628018,"3565680/173448",2
"GO:0032259","methylation","1/32","174/9802",0.00574712643678161,1.76041666666667,0.579190076514145,0.436769389380129,0.565280241100274,0.538520429628018,"191492",1
"GO:0006520","amino acid metabolic process","1/32","187/9802",0.0053475935828877,1.63803475935829,0.504142603773552,0.460640221359548,0.565280241100274,0.538520429628018,"174155",1
"GO:0009888","tissue development","1/32","189/9802",0.00529100529100529,1.62070105820106,0.493113416226448,0.464224555540449,0.565280241100274,0.538520429628018,"173445",1
"GO:2000026","regulation of multicellular organismal development","1/32","205/9802",0.0048780487804878,1.49420731707317,0.40924299671397,0.492080315367306,0.587215843004985,0.559417621680727,"173503",1
"GO:0010498","proteasomal protein catabolic process","1/32","212/9802",0.00471698113207547,1.44487028301887,0.374761462379523,0.503821181555154,0.597244976810414,0.568971986141059,"176588",1
"GO:0051246","regulation of protein metabolic process","1/32","243/9802",0.00411522633744856,1.26054526748971,0.235365604565383,0.552731247763345,0.631891136003492,0.601978030182686,"176588",1
"GO:0070887","cellular response to chemical stimulus","1/32","260/9802",0.00384615384615385,1.178125,0.166592232085573,0.57753499372032,0.654295973898338,0.623322245054576,"174717",1
"GO:0005975","carbohydrate metabolic process","1/32","267/9802",0.00374531835205993,1.14723782771536,0.139597482184986,0.587356264221249,0.660671940043592,0.629396379224122,"177358",1
"GO:0007548","sex differentiation","1/32","271/9802",0.003690036900369,1.13030442804428,0.124490865656982,0.592868726522481,0.660671940043592,0.629396379224122,"180876",1
"GO:0051604","protein maturation","1/32","283/9802",0.00353356890459364,1.08237632508834,0.0804753492035163,0.608981467207149,0.672886929815307,0.641033123375947,"171974",1
"GO:0030001","metal ion transport","1/32","321/9802",0.00311526479750779,0.954244548286604,-0.0477014073131095,0.656033083117264,0.716036109012135,0.682139662804857,"178215",1
"GO:0098655","monoatomic cation transmembrane transport","1/32","346/9802",0.00289017341040462,0.885296242774566,-0.124315380439162,0.683945036814312,0.733090787962646,0.698386990002638,"178215",1
"GO:0044248","cellular catabolic process","1/32","353/9802",0.0028328611898017,0.867740793201133,-0.144838241672744,0.691358702865611,0.736626236981811,0.701755074337274,"173448",1
"GO:0006812","monoatomic cation transport","1/32","394/9802",0.00253807106598985,0.777442893401015,-0.258049977174949,0.731514289908667,0.770241517021479,0.733779040032224,"178215",1
"GO:0048513","animal organ development","1/32","414/9802",0.00241545893719807,0.739885265700483,-0.309486340445758,0.749217632215887,0.784268749512537,0.747142237112796,"180876",1
"GO:0040011","locomotion","1/32","427/9802",0.00234192037470726,0.717359484777518,-0.341763451732432,0.76011264009677,0.786474928192612,0.749243977460766,"36805042",1
"GO:1901135","carbohydrate derivative metabolic process","1/32","449/9802",0.0022271714922049,0.682210467706013,-0.39450289363413,0.77751422380147,0.799856586554386,0.761992161257339,"173448",1
"GO:0022402","cell cycle process","1/32","474/9802",0.00210970464135021,0.646228902953586,-0.4518352946425,0.79580566720201,0.805506231971217,0.767374358008452,"176588",1
"GO:0003006","developmental process involved in reproduction","1/32","487/9802",0.00205338809034908,0.628978439425051,-0.480656810956701,0.804732627916019,0.809253597735772,0.770944327157866,"180876",1
"GO:0016192","vesicle-mediated transport","1/32","498/9802",0.00200803212851406,0.615085341365462,-0.50455344172415,0.811989874698744,0.811989874698744,0.77355107145661,"180876",1
